Artist,Genre,Lyrics,Song,Years
Shaman's Harvest,rock,"I've got nothing left and that makes me dangerous

Got no more hate
And that makes me dangerous
No pride or shame
And that makes me dangerous
Can't get knocked down
And that makes me dangerous
My time is now
And that makes me dangerous

I'm a grenade without reason
Ready to explode
I'm like a freight locomotive
Steaming out of control
I'll make you a martyr
Boy step in line
I'm a glutton for punishment
Yeah it makes me feel alive
It makes me feel alive

Ain't got a fucking thing left
And that makes me dangerous
Got no regrets
And that makes me dangerous
All out of cocaine
And that makes me dangerous
Nothing to cure my pain
And that makes me dangerous

I'm a grenade without reason
Ready to explode
I'm like a freight locomotive
Steaming out of control
I'll make you a martyr
Boy step in line
I'm a glutton for punishment
Yeah it makes me feel alive
It makes me feel alive
It makes me feel alive

It's all inside of me
This deadly sickness
I've got nothing left and that makes me dangerous
You keep on pushing me
Like I've got a weakness
I've got nothing left and that makes me dangerous

I'm a grenade without reason
Ready to explode
I'm like a freight locomotive
Steaming out of control
I'll make you a martyr
Boy step in line
I'm a glutton for punishment
Yeah it makes me feel alive
It makes me feel alive
It makes me feel alive
It makes me feel alive
Woh yeah",Dangerous,2015
AC/DC,rock,"Listen
Hut me up, fill my cup
Pour me another round
Come on in, mix in the sin
Come in and join the crowd

I said it's party time and I'm on the loose
Make it feel alright, listen
Drinks all around, I'm in the mood
Because the night is mine

Let's play ball
Shooting down the walls, yeah
Let's play ball, babe
Batting down the stalls
Play, play, play ball

Listen, said
Light me up, I'm in luck
I'm off the leash and unbound
Dive on in and swim in the gin
Come on and shout it out loud

Let's play ball
Shooting down the walls, yeah
Let's play ball
Batting down the stalls, yeah
Play, play, play ball

Woo
Hit that thing right here
Hey yeah
Hit your home run

Let's play ball
Shooting down the walls, yeah
Let's play ball
Batting down the stalls, yeah
Let's play ball

Let's play ball
Let's play ball
Play, play, play ball",Play Ball,2015
Rise Against,rock,"On the edges of the sharpest knives
In the middle of the darkest nights
Always knew that I would find you here
In a puddle of the bravest tears

I've seen enough to know it's lonely where you are
Above the crowd
Feet dangling from a rooftop (a rooftop)
She waits from ledges for a voice to talk her down

Nothing matters but the pain when you're alone
Never-ending nights when you're awake
When you're praying that tomorrow it's okay
There will be a time to crack another smile
Maybe not today or for a while
But we're holding on to laugh again some day
To laugh again some day

All that matters is the time we had
Doesn't matter how it all went bad
Never wonder what it might be like
Shut the door, say goodbye

When faced with tragedy
We come alive or come undone
So don't hold back, let it shape you like an ocean
Even the deepest scars in time will fade

Nothing matters but the pain when you're alone
Never-ending nights when you're awake
When you're praying that tomorrow it's okay
There will be a time to crack another smile
Maybe not today or for a while
But we're holding on to laugh again some day
Yeah, we're holding on to laugh again some day

And sometimes you have to go back
To know just where you were then
But we're old enough to know that
What has been, will be again and again

And the bravest of faces are the ones where we fake it
And the roles that we play

Nothing matters when the pain is all but gone
When you are finally awake
Despite the overwhelming odds, tomorrow came

And when they see you crack a smile
And you decide to stay a while
You'll be ready then, to laugh again

Nothing matters but the pain
(We are tragedy, yeah, we are sympathy)
Nothing matters but the pain
You see what you want to see

Nothing matters but the pain
(We are misery, a distant memory)
Nothing matters but the pain
We all learned to laugh again
Yeah, we all learned to laugh again
We all learned to laugh again",Tragedy + Time,2015
Nickelback,rock,"Head high, protest line
""Freedom"" scribbled on your sign
Headline, New York Times
Standing on the edge of a revolution

Hey, hey, just obey
Your secret's safe with the NSA
In God we trust or the CIA?
Standing on the edge of a revolution

Yeah, we're standing on the edge of a revolution
Revolution, revolution, revolution

No we won't give up, we won't go away
'Cause we're not about to live in this mass delusion
No we don't want to hear another word you say
'Cause we know they're all depending on mass confusion

No we can't turn back, we can't turn away
'Cause it's time we all relied on the lost solution
No we won't lay down and accept this fate
'Cause we're standing on the edge of a revolution

Wall Street, common thief
When they get caught they all go free
A brand new yacht and a finders fee
Standing on the edge of a revolution

Same shit, different day
Can't keep fed if I can't get paid
We'll all be dead if this shit don't change
Standing on the edge of a revolution

Yeah, we're standing on the edge of a revolution
Revolution, revolution, revolution

No we won't give up, we won't go away
'Cause we're not about to live in this mass delusion
No we don't want to hear another word you say
'Cause we know they're all depending on mass confusion

No we can't turn back, we can't turn away
'Cause it's time we all relied on the lost solution
No we won't lay down and accept this fate
'Cause we're standing on the edge of a revolution

We'll all be dead if this shit don't change
Hey! Hey! Hey! Hey! Hey! Hey! Hey! Hey!

What do we want? We want change!
And how're we gonna get there? Revolution!
What do we want? We want change!
Standing on the edge of a revolution

What do we want? We want change!
And how're we gonna get there? Revolution!
What do we want? We want change!
Standing on the edge of a revolution

No we won't give up, we won't go away
'Cause we're not about to live in this mass delusion
No we don't want to hear another word you say
'Cause we know they're all depending on mass confusion

No we can't turn back, we can't turn away
'Cause it's time we all relied on the lost solution
No we won't lay down and accept this fate
'Cause we're standing on the edge of a revolution

What do we want? We want change!
And how're we gonna get there? Revolution!
What do we want? We want change!
Standing on the edge of a revolution

What do we want? We want change!
And how're we gonna get there? Revolution!
What do we want? We want change!
Standing on the edge of a revolution",Edge Of A Revolution,2015
Marilyn Manson,rock,"You want to know what Zeus said to Narcissus?
""You'd better watch yourself""
You want to know what Zeus said to Narcissus?
""You'd better watch yourself""
""You'd better watch yourself""
Yeah

It's like a stranger had a key, came inside of my mind
And moved all my things around
He didn't know snakes can't eat a brain
Can't try to break the psyche down
Yeah

It's in my half-frozen wax
And your artillery lead
Do you like our plan?
Do you like our plan?

Deep six, six, six feet deep
Deep six, six, six feet deep
Yeah

It's like a stranger had a key, came inside of my mind
And moved all my things around
He didn't know snakes can't eat a brain
Can't try to break the psyche down
Yeah

It's in my half-frozen wax
And your artillery lead
Do you like our plan?
Do you like our plan?

It's in my half-frozen wax
And your artillery lead
Do you like our plan?
Do you like our plan?

Deep six, six, six feet deep
Deep six, six, six feet deep
Yeah

You want to know what Zeus said to Narcissus?
""You'd better watch yourself""
You want to know what Zeus said to Narcissus?
""You'd better watch yourself""
""You'd better watch yourself""
Yeah

Love is evil
Con is confidence
Eros is sore
Sin is sincere

Love is evil
Con is confidence
Eros is sore
Sin is sincere

Love is evil
Con is confidence
Eros is sore
Sin is sincere

Love is evil
Con is confidence
Eros is sore
Sin is sincere

Sin is sincere
Sin is sincere
Sin is sincere

Deep six, six, six feet deep
Deep six, six, six feet deep
Yeah

You want to know what Zeus said to Narcissus?
""You'd better watch yourself""
You want to know what Zeus said to Narcissus?
""You'd better watch yourself""
""You'd better watch yourself""
Yeah",Deep Six,2015
Of Mice & Men,rock,"Did you ever contemplate when all was lost you hesitate and nothing seems the same?
Have you ever hid your face, in such disgrace, decisions made, a picture with no frame?

Can you hold on? One more day?

Say you're okay, I'm afraid that tomorrow is just too far away.
Fight the pain, it just feels like forever is crashing down on me (down on me, me, me).

Rain will fall. Wash all the pain. It shields the soul, you turn the page to face another day.
Let me know that you will wait and I will pay for my mistakes to feel the sun again.

Can you hold on?

Say you're okay, I'm afraid that tomorrow is just too far away.
Fight the pain, it just feels like forever is crashing down on me.

Don't let go, time will heal.
Just don't let go,
One day we can try to start again.

Say you're okay, I'm afraid that tomorrow is just too far away.
Fight the pain, it just feels like forever, forever.
It feels like forever is crashing down on me (down on me, me, me).",Feels Like Forever,2015
Thousand Foot Krutch,rock,"Because I was born this way
I got lightning running thru my veins
Ain't nobody gonna stop this train
So hop on board, or get out the way
Because I was born this way
I got lightning running thru my veins
Ain't nobody gonna stop this train
You can't stop us, we can't be stopped

Ever since I was an infant, I spit it
Ate mics, and rocked Lennon
In first grade, I drank my juice with rocks in it
Never looked down, 'cause up, had more stains in it,
Always been about the heart, never cared who's winning'
Ha!...I chase the light, like emcees on the wrong mic
My blood was the wrong type, So I had to give my life
And relearn, the minute that I felt real life
I'd rather create, than follow
Welcome to the knife

Because I was born this way
I got lightning running thru my veins
Ain't nobody gonna stop this train
So hop on board, or get out the way
Because I was born this way
I got lightning running thru my veins

Ain't nobody gonna stop this train
You can't stop us, we can't be stopped

Feel that smoke rise, to the sky
Split, like a dollar sign
Flip, when ya hear that beat, rip like it's dynamite
Cold, like a winter street,
Loud, 'cause I wanna be
The mic is my weapon, so I spit this artillery
Ha!...I chase the light, like emcees on the wrong mic
My blood was the wrong type, So I had to give my life
And relearn, the minute that I felt real life
I'd rather create, than follow
Welcome to the knife

Because I was born this way
I got lightning running thru my veins
Ain't nobody gonna stop this train
So hop on board, or get out the way
Because I was born this way
I got lightning running thru my veins
Ain't nobody gonna stop this train
You can't stop us, we can't be stopped",Born This Way,2015
Volbeat,rock,"An outlaw walking through the valley of men
Glared with a sunken eye of death
Moved his head from side to side and said
Come on you gutless slugs fight like a man

Now state your name and business and let's see what you got
Another body for the hangman's count
Show me the bar and show me the cards
Hold on to your guns, yeah

Filled up with bug juice, the moonshine in his hand
Hot headed with a temperament
The speediest, deadliest man with a gun
A bloody gambler but a gentleman dog

A frontier vagabond who charms all the dames
Hello ladies, how's your day today
Let me introduce you to myself
Doc Holliday

(Ooh, ahh) The outlaw man's roar
(Ooh, ahh) The outlaw man

A friendly man but without a friend
Fort Griffin Texas here I am
Supported Wyatt Earp to the very end
Cemented brotherhood, don't get in his way

You cannot shake his boots, you cannot scar his fate
Down under you will hear him grin
Greet the man the outlaw himself
Doc Holliday

(Ooh, ahh) The outlaw man's roar
(Ooh, ahh) The outlaw man

Filled up with bug juice, the moonshine in his hand
Hot headed with a temperament
The speediest deadliest man with a gun
A bloody gambler but a gentleman dog

A frontier vagabond who charms all the dames
Hello ladies how's your day today
Let me introduce you to myself
Doc Holliday

(Ooh, ahh) The outlaw man's roar
(Ooh, ahh) The outlaw man",Doc Holliday,2015
Fall Out Boy,rock,"(Doo doo doo doo doo doo doo doo)
(Doo doo doo doo doo doo doo doo doo)

Some legends are told, some turn to dust or to gold
But you will remember me, remember me for centuries
And just one mistake is all it will take
We'll go down in history, remember me for centuries

Hey ya, oh hey
Hey ya, remember me for centuries

Mummified my teenage dreams
No, it's nothing wrong with me
The kids are all wrong, the story's all off
Heavy metal broke my heart
Come on, come on and let me in
Them bruises on your thighs like my fingerprints
And this is s'posed to match the darkness that you felt
I never meant for you to fix yourself

(Doo doo doo doo doo doo doo doo)
(Doo doo doo doo doo doo doo doo doo doo)

Some legends are told, some turn to dust or to gold
But you will remember me, remember me for centuries
And just one mistake is all it will take
We'll go down in history, remember me for centuries

Hey ya, oh hey
Hey ya, remember me for centuries

I can't stop 'til the whole world knows my name
'Cause I was only born inside my dreams
Until you die for me, as long as there's a light
My shadow's over you, 'cause I, I am the opposite of amnesia
And you're a cherry blossom, you're about to bloom
You look so pretty, but you're gone so soon

(Doo doo doo doo doo doo doo doo)
(Doo doo doo doo doo doo doo doo doo doo)

Some legends are told, some turn to dust or to gold
But you will remember me, remember me for centuries
And just one mistake is all it will take
We'll go down in history, remember me for centuries

Hey ya, oh hey
Hey ya, remember me for centuries

We've been here forever
And here's the frozen proof
I could scream forever
We are the poisoned youth

(Doo doo doo doo doo doo doo doo)
(Doo doo doo doo doo doo doo doo)
(Doo doo doo doo doo doo doo doo)
(Doo doo doo doo doo doo doo doo doo doo)

Some legends are told, some turn to dust or to gold
But you will remember me, remember me for centuries
And just one mistake is all it will take
We'll go down in history, remember me for centuries

Hey ya, oh hey
We'll go down in history
Remember me for centuries",Centuries,2015
Bring Me The Horizon,rock,"What doesn't kill you makes you wish you were dead
Got a hole in my soul growing deeper and deeper
And I can't take one more moment of this silence
The loneliness is haunting me
And the weight of the world's getting harder to hold up

It comes in waves, I close my eyes
Hold my breath and let it bury me
I'm not okay and it's not all right
Won't you drag the lake and bring me home again

Who will fix me now? Dive in when I'm down?
Save me from myself, don't let me drown
Who will make me fight? Drag me out alive?
Save me from myself, don't let me drown

What doesn't destroy you leaves you broken instead
Got a hole in my soul growing deeper and deeper
And I can't take one more moment of this silence
The loneliness is haunting me
And the weight of the worlds getting harder to hold up

It comes in waves, I close my eyes
Hold my breath and let it bury me
I'm not okay and it's not all right
Won't you drag the lake and bring me home again

Who will fix me now? Dive in when I'm down?
Save me from myself, don't let me drown
Who will make me fight? Drag me out alive?
Save me from myself, don't let me drown

'Cause you know that I can't do this on my own
'Cause you know that I can't do this on my own
'Cause you know that I can't do this on my own
(You know that I can't do this on my own)

Who will fix me now?
Who will fix me now?

Who will fix me now? Dive in when I'm down?
Save me from myself, don't let me drown",Drown,2015
The Smashing Pumpkins,rock,"I don't mind what you're running
'Cause you and me we're just something
Don't just hang what you're running on
I don't mind the sound alone

One and all
We are, we are so young
We're young, we're young
One and all
We are, we are so young
We're young, we're young
One and all
We are, we are so young
We're young, we're young

Let's get heat and we living
Don't ya hide what you're getting
Don't ya want all the ones that stall
Don't ya mind, if it's me at all
Don't ya mind, if it's me at all

One and all

I just say when you love him
'Cause you and me, we are running
Baby sweet, are we rushing 'cause
I don't save for rainy days

One and all
We are, we are so young
We're young, we're young
One and all
We are, we are so young
We're young, we're young
One and all
We are, we are so young
We're young, we're young

Can't just care what you're doing
Me and you, we're just ruined
Just boughts cheats for the morning's stroll
Don't ya mind, if it's me at all
Don't ya mind, if it's me at all
If it's me at all
If it's me at all

I don't mind a thing or two
One and all
We are, we are so young
One and all
We are, we are so young
One and all
We are, we are so young
One and all",One And All,2015
Linkin Park,rock,"Tearing me apart with words you wouldn't say
And suddenly tomorrow's a moment washed away
'Cause I don't have a reason and you don't have the time
But we both keep on waiting for something we won't find

The light on the horizon was brighter yesterday
With shadows floating over, the scars begin to fade
We said it was forever, but then it slipped away
Standing at the end of the final masquerade
The final masquerade

All I ever wanted, the secrets that you keep
All you ever wanted, the truth I couldn't speak
'Cause I can't see forgiveness and you can't see the crime
And we both keep on waiting for what we left behind

The light on the horizon was brighter yesterday
With shadows floating over, the scars begin to fade
We said it was forever, but then it slipped away
Standing at the end of the final masquerade
The final masquerade
The final masquerade
Standing at the end of the final masquerade

The light on the horizon was brighter yesterday
With shadows floating over, the scars begin to fade
We said it was forever, but then it slipped away
Standing at the end of the final masquerade

Standing at the end of the final masquerade
Standing at the end of the final masquerade
The final masquerade",Final Masquerade,2015
Keith Urban,country,"I can see you over there
Staring at your drink
Watchin that ice sink
All alone tonight

And chances are
Youre sittin' here in this bar
'Cause he ain't gonna treat you right
Well, it's probably not my place
But I'm gonna say it anyway
'Cause you look like
You havent felt the fire
Had a little fun
Hadn't had a smile in a little while
Baby

Blue looks good on the sky
Looks good on that neon buzzin' on the wall
But darling, it dont match your eyes
I'm tellin' you
You dont need that guy
It's so black and white
He's stealin' your thunder
Baby, blue ain't your color

I'm not tryna
Be another just
Pick you up
Kinda guy
Tryna drink you up
Tryna take you home
But I just don't understand
How another man
Can take your sun
And turn it ice cold

Well, I've had enough to drink
And it's makin'
Me think that I just might
Tell you if I were a painter, I wouldnt change ya
Id just paint you bright
Baby

Blue looks good on the sky
Looks good on that neon buzzin' on the wall
But darling, it dont match your eyes
Im tellin' you
You don't need that guy
It's so black and white
He's stealin' your thunder
Baby, blue ain't your color

Blue looks good on the sky
Looks good on that neon buzzin' on the wall
But darling, it dont match your eyes
I'm tellin' you
You don't need that guy
Its so black and white
He's stealin' your thunder
Baby, blue ain't your color",Blue Ain't Your Color,2017
Little Big Town,country,"I know Im probably better off on my own
Than lovin' a man who didnt know
What he had when he had it
And I see the permanent damage you did to me
Never again, I just wish I could forget when it was magic
I wish it wasnt 4 AM, standing in the mirror
Saying to myself, you know you had to do it
I know the bravest thing I ever did was run

Sometimes, in the middle of the night, I can feel you again
But I just miss you, and I just wish you were a better man
And I know why we had to say goodbye
Like the back of my hand
And I just miss you, and I just wish you were a better man
A better man

I know Im probably better off all alone
Than needing a man who could change his mind
At any given minute
And its always on your terms
Im hanging on every careless word
Hoping it might turn sweet again
Like it was in the beginning
But your jealousy, I can hear it now
Youre talking down to me like Ill always be around
You push my love away like its some kind of loaded gun
Boy, you never thought Id run

Sometimes, in the middle of the night, I can feel you again
But I just miss you, and I just wish you were a better man
And I know why we had to say goodbye
Like the back of my hand
And I just miss you, and I just wish you were a better man
A better man
Better man

I hold onto this pride because these days its all I have
And I gave you my best and we both know you cant say that
You cant say that
I wish you were a better man
I wonder what we wouldve become
If you were a better man
We might still be in love
If you were a better man
You wouldve been the one
If you were a better man
Yeah, yeah

Sometimes, in the middle of the night, I can feel you again
But I just miss you, and I just wish you were a better man
And I know why we had to say goodbye
Like the back of my hand
And I just miss you and I just wish you were a better man
A better man
Better man

We might still be in love, if you were a better man
Better man",Better Man,2017
Carrie Underwood,country,"That lipstick on your collar, 
Well it ain't my shade of pink
And I can tell by the smell of that perfume,
It's like forty dollars too cheap
And there's a little wine stain 
On the pocket of your white cotton thread 
Well you drink beer and whiskey, boy
And you know I don't drink red

Found it over in the corner
Wadded up on the bedroom floor 
You should've hid it in the closet
You should've burned it, you should've lost it

Now I'ma have to hang you out to dry, dry, dry
Clothespin all your secrets to the line, line, line
Leave 'em blowing in the wind and say goodbye to you
All those midnights sneaking in, ""I'm late again, oh I'm so sorry""
All the Ajax in the world ain't gonna clean your dirty laundry

If the neighbours get to asking
I won't cover nothing up
I'll tell 'em every detail
How you drug me through the mud
I'm gonna string up your old button-down 
And slide it on the porch
Just in case you get the nerve 
To come knockin' on my door

Yeah, I'ma have to hang you out to dry, dry, dry
Clothespin all your secrets to the line, line, line
Leave 'em blowing in the wind and say goodbye to you
All those midnights sneaking in, ""I'm late again, oh I'm so sorry""
All the Ajax in the world ain't gonna clean your dirty laundry

Oh oh oh oh oh
Oh oh oh oh oh

Found it over in the corner
Wadded up on the bedroom floor 
You should've hid it in the closet
You should've burned it, you should've lost it

Now I'ma have to hang you out to dry, dry, dry
Clothespin all your secrets to the line, line, line
Leave 'em blowing in the wind and say goodbye to you
All those midnights sneaking in, ""I'm late again, oh I'm so sorry""
All the Ajax in the world ain't gonna clean your dirty laundry

Out to dry
To the line
Oh woah
Oh woah",Dirty Laundry,2017
Florida Georgia Line ,country,"May we all get to grow up in our red white and blue little town
Get a one star hand me down Ford to try to fix up
With some part time cash from driving a tractor
Find a sweet little thang, wears your ball cap backwards
Kinda place you can't wait to leave but nobody does
'Cause you miss it too much

May we all know that nothing ain't cool 'til you wear the new one
The sound of a quarter rollin' down a jukebox
Play the Travis Tritt right above the 2Pac
Hope you get lost down some road
Slow rolling with the top off the back of a Bronco
Buy a cold sixer with a cashed in lotto
She's smilin' with her hair blowing out the window
Where you 'bout to go?
Yeah you learn to fly and if you can't then you just free fall
May we all

May we all get to see those fields of green turn gold
Watch a marching band play with the harvest moon coming up
And know that fifteen minutes of famous
Ain't gonna be what makes us or breaks us but
We'll all be watching the TV the day that it comes

May we all know that nothing ain't cool 'til you wear the new one
The sound of a quarter rollin' down a jukebox
Play the Travis Tritt right above the 2Pac
Hope you get lost down some road
Slow rolling with the top off the back of a Bronco
Buy a cold sixer with a cashed in lotto
She's smilin' with her hair blowing out the window
Where you 'bout to go?
Yeah, you learn to fly and if you can't then you just free fall
May we all

May we all do a little bit better than the first time
Learn a little something from the worst times
Get a little stronger from the hurt times
May we all get to have a chance to ride the fast one
Walk away wiser when we crashed one
Keep hoping that the best one is the last one

Yeah, you learn to fly and if you can't then you just free fall
May we all
May we all
May we all
May we all (get to have a chance to ride the fast one)
May we all (walk away wiser when we crashed one)
May we all (keep hoping that the best one is the last one)
(yeah the last one)
Yeah you learn to fly and if you can't then you just free fall
May we all",May We All,2017
Blake Shelton,country,"Sometimes I'm the guy with the boys kicking it back
Or the guy with the guitar singing on a country track
I might be the guy with an ice cold can, stirring up dust on some old farmland
When I walk into the party with you girl, you change all that

I'm just the guy with the girl everybody wants to know
Wishin' you were there alone
Wonderin' how I ever got your little hand in mine
Lookin' over at ya like ""ain't she beautiful?""
I'm invisible but I stand right there and smile
You're right beside me, oh and I see the same thing they're seein'
But I don't mind being the guy with the girl, no

It's funny watchin' 'em do the way they do
They come walkin' up to me but they only wanna talk to you
And I don't blame 'em that they're hypnotized
They keep staring at your heartbreak eyes
It's like their heart starts stoppin' when you come walkin' into the room

And I turn into the guy with the girl everybody wants to know
Wishin' you were there alone
Wonderin' how I ever got your little hand in mine
Lookin' over at ya like ""ain't she beautiful?""
I'm invisible but I stand right there and smile
You're right beside me, oh and I see the same thing they're seein'
But I don't mind being the guy with the girl

The guy that don't know how he got her
But he ain't never gonna let her, never gonna let her go
Woah-oh, yeah

I'm just the guy with the girl everybody wants to know
Wishin' you were there alone
Wonderin' how I ever got your little hand in mine
Lookin' over at ya like ""ain't she beautiful?""
I'm invisible but I stand right there and smile
You're right beside me, oh and I see the same thing they're seein'
But I don't mind being the guy with the girl

(Guy with the girl)
No, I don't mind being the guy with the girl
(Guy with the girl)
Yeah, I'm just the guy with the girl
I'm always the guy with the girl
I don't mind it, baby
I don't mind it, baby
I'm always the guy with the girl",A Guy With A Girl,2017
Thomas Rhett,country,"Walking down the street hand in mine
It don't keep them other guys
And their wandering eyes from looking at you
But it's alright and that's okay, who can blame 'em anyway?
You're so pretty and you ain't even got a clue

'Cause everywhere we go girl, you're the star of the show
And everybody's wondering and wanting to know
What's your name, who's that girl
With the prettiest smile in the world?
Oh, what gets me the most is you don't even know
That you are, you are, you are the star of the show
The star of the show, baby

Friday night on the town, we walk in and you draw a crowd
Even the band seems to sing for you
Ease on up, order a drink, barkeep says ""it's all on me""
You look at me and laugh like you don't know what to do
Baby, you're so cute

'Cause everywhere we go girl, you're the star of the show
And everybody's wondering and wanting to know
What's your name, who's that girl
With the prettiest smile in the world?
Oh, what gets me the most is you don't even know
That you are, you are, you are the star of the show
The star of the show, baby

Even in a ponytail and a pair of jeans
You're looking like the cover of a magazine
Baby, you're the only one who doesn't see

'Cause everywhere we go girl, you're the star of the show
And everybody's wondering and wanting to know
What's your name, who's that girl
With the prettiest smile in the world?
Oh, what gets me the most is you don't even know
That you are, you are, you are
You are, you are, you are
Baby you are, you are, you are the star of the show
Don't you know you're the star of the show, baby?",Star Of The Show,2017
Brett Eldredge,country,"The radio and a sundress
Making my world all a mess
Back corner of a cornfield
Bottle tops and a true spear
Pull the lever, lay the seat back laughin'
You slippin' off your shoes
While the dashboard speakers sing every word of that moon

I wanna be that song that gets you high
Makes you dance, makes you fall
That melody rewinds years
Once disappear, makes time stall
Wanna be those words that fill you up
Pull your windows down and keeps you young
Makes you believe youre right where you belong
I wanna be that song
I wanna be, wanna be, wanna be, wanna be that song
Oh, I wanna be, I wanna, I wanna

I wanna stand with you in the third row
Window booth at a bar
Back pew on a Sunday pourin' out your heart
When the bleachers are crowded
When youre sittin' all alone
When the rain is pourin' and you need something to take you home

Let me be that song that gets you high
Makes you dance, makes you fall
That melody rewinds years
Once disappear, makes time stall
Wanna be those words that fill you up
Pull your windows down and keeps you young
Makes you believe youre right where you belong
I wanna be that song
I wanna be, wanna be, wanna be, wanna be that song
Oh, I wanna be, I wanna, I wanna

When youre searching the horizon
When youre eyes look back
When youre standing in the moment
Every life has a soundtrack

Oh, I wanna be, I wanna be, oh, I wanna be
I wanna be that song that gets you high
Makes you dance, makes you fall
That melody rewinds years
Once disappear, makes time stall
Wanna be those words that fill you up
Pull your windows down and keeps you young
Makes you believe youre right where you belong
I wanna be that song

When the highways calling
When the bottles dry
When the sky is falling and youre asking yourself why
Oh, oh, I wanna be, yeah, oh.",Wanna Be That Song,2017
Jon Pardi,country,"Been up since the crack of dawn
Just trying to get paid
Been hotter than a hundred suns
I can't find no shade
Just two more rows and I'm good to go
Yeah, I'm shutting this tractor down
Get me a half an hour for a shave and a shower
And I'll be outside your house

Might have a little dirt on my boots
But I'm taking you uptown tonight
Might have a little mud on my wheels
But they're gonna shine with you up inside
Gonna hit the club, gonna cut a rug
Burn it up like neon lights
Might have a little dirt on my boots
But we're gonna dance the dust right off them tonight
Got a little dirt on my boots

Hard as I worked all day
I'm gonna work harder loving on you
Spin you all over that dance floor
Right out of them high heel shoes
And when you're ready to quit
Baby, we can slip right out of that barroom door
And when I take you home, don't worry babe
I'm gonna kick them off on the porch

Might have a little dirt on my boots
But I'm taking you uptown tonight
Might have a little mud on my wheels
But they're gonna shine with you up inside
Gonna hit the club, gonna cut a rug
Burn it up like neon lights
Might have a little dirt on my boots
But we're gonna dance the dust right off them tonight
Got a little dirt on my boots

A little dirty dancing, blue collar romancing
I can get cleaned up if you ask me
But I can only get so fancy

Might have a little dirt on my boots
But I'm taking you uptown tonight
Might have a little mud on my wheels
But they're gonna shine with you up inside
Gonna hit the club, gonna cut a rug
Burn it up like neon lights
Might have a little dirt on my boots
But we're gonna dance the dust right off them tonight
Got a little dirt on my boots
Got a little dirt on my boots
Got a little dirt on my boots",Dirt On My Boots,2017
Chris Stapleton,country,"Used to spend my nights out in bar rooms
Liquor was the only love I'd known
But you rescued me from reachin' for the bottle
And brought me back from being too far gone

You're as smooth as Tennessee whiskey
You're as sweet as strawberry wine
You're as warm as a glass of brandy
And honey, I stay stoned on your love all the time

I've looked for love in all the same old places
Found the bottom of a bottle's always dry
But when you poured out your heart, I didn't waste it
'Cause there's nothing like your love to get me high

You're as smooth as Tennessee whiskey
You're as sweet as strawberry wine
You're as warm as a glass of brandy
And honey, I stay stoned on your love all the time

You're as smooth as Tennessee whiskey
You're as sweet as strawberry wine
You're as warm as a glass of brandy
And honey, I stay stoned on your love all the time

You're as smooth as Tennessee whiskey
You're as sweet as strawberry wine
You're as warm as a glass of brandy
And honey, I stay stoned on your love all the time

You're as smooth as Tennessee whiskey
Tennessee whiskey, Tennessee whiskey
You're as smooth as Tennessee whiskey
Tennessee whiskey, Tennessee whiskey",Tennessee Whiskey,2017
Maren Morris,country,"Whoa, whoa, ah
Whoa, whoa, ah

Still runs good; built to last
Moves like a hula girl on the dash
She ain't made for practicality
Yeah, I guess she's just like me

It's Saturday night, about time to go
Got my white leather jacket and a neon soul
Once I turn on the radio, I'm ready to roll
R-ready to roll

Feel like a hard-to-get starlet when I'm driving
Turning every head; hell, I ain't even trying
Got them Ray-Ban shades, pretty in pink
Call me old school, but hey
I'm a 90's baby
In my 80's Mercedes
I'm a 90's baby
In my 80's Mercedes

Whoa, whoa, ah
Whoa, whoa, ah

Pop the top down like a summer dream
She's my teenage time machine
Just keeps gettin' sweeter with age
She's classic through any decade

The sun's in the sky, glitter on the seats
You can try, but the Benz is hard to beat
So, hey, if you want you can ride with me
R-ride with me

Feel like a hard-to-get starlet when I'm driving
Turnin' every head; hell, I ain't even trying
Got them Ray-Ban shades, pretty in pink
Call me old school, but hey
I'm a 90's baby
In my 80's Mercedes
I'm a 90's baby
In my 80's Mercedes

Whoa, whoa, ah
Whoa, whoa, ah

It's Saturday night, about time to go
Got my white leather jacket and a neon soul
Once I turn on the radio, I'm ready to roll
R-ready to roll

Feel like a hard-to-get starlet when I'm driving
Turnin' every head; hell I ain't even trying
Got them Ray-Ban shades, pretty in pink
Call me old school, but hey
I'm a 90's baby
In my 80's Mercedes
I'm a 90's baby
In my 80's Mercedes

Whoa, whoa, ah
Whoa, whoa, ah
Whoa, whoa, ah
Whoa, whoa, ah",80s Mercedes,2017
